y,q,ask_hjb,bid_hjb,ask_aff,bid_aff,ask_curv,bid_curv,ask_cubic,bid_cubic,ask_gal,bid_gal
-3,2,-1.899055527,2.941903862,-1.403775746,2.427385172,-1.034949358,2.114617641,-1.035879605,2.117142598,-1.951399184,2.993902977
-3,3,-1.94439556,2.986168619,-1.42987687,2.453486296,-1.117109339,2.196777623,-1.119634296,2.201694643,-1.996394675,3.03745825
-3,4,-1.988660317,3.029368247,-1.455977994,2.47958742,-1.199269321,2.278937604,-1.204186341,2.287044044,-2.039949948,3.079573307
-3,5,-2.031859945,3.071517033,-1.482079118,2.505688544,-1.281429302,2.361097585,-1.289535741,2.373190799,-2.082065005,3.120248147
-3,6,-2.074008731,3.112632667,-1.508180242,2.531789668,-1.363589283,2.443257567,-1.375682496,2.460134908,-2.122739845,3.15948277
-3,7,-2.115124365,3.152735578,-1.534281366,2.557890792,-1.445749264,2.525417548,-1.462626606,2.547876372,-2.161974468,3.197277177
-3,8,-2.155227276,3.191848348,-1.56038249,2.583991916,-1.527909246,2.607577529,-1.55036807,2.636415191,-2.199768875,3.233631367
-3,9,-2.194340046,3.229995195,-1.586483614,2.61009304,-1.610069227,2.68973751,-1.638906889,2.725751365,-2.236123065,3.26854534
-3,10,-2.232486893,3.267201533,-1.612584738,2.636194164,-1.692229208,2.771897492,-1.728243063,2.815884894,-2.271037038,3.302019097
-3,11,-2.26969323,3.303493584,-1.638685862,2.662295288,-1.77438919,2.854057473,-1.818376591,2.906815777,-2.304510795,3.334052637
-3,12,-2.305985282,3.338898063,-1.664786986,2.688396412,-1.856549171,2.936217454,-1.909307475,2.998544015,-2.336544334,3.36464596
-3,13,-2.341389761,3.373441901,-1.69088811,2.714497536,-1.938709152,3.018377436,-2.001035712,3.091069607,-2.367137657,3.393799066
-3,14,-2.375933599,3.407152022,-1.716989234,2.740598661,-2.020869133,3.100537417,-2.093561305,3.184392555,-2.396290764,3.421511956
-3,15,-2.40964372,3.440055161,-1.743090358,2.766699785,-2.103029115,3.182697398,-2.186884252,3.278512857,-2.424003654,3.447784629
-3,16,-2.442546859,3.47217771,-1.769191482,2.792800909,-2.185189096,3.264857379,-2.281004554,3.373430513,-2.450276327,3.472617085
-3,17,-2.474669408,3.503545603,-1.795292606,2.818902033,-2.267349077,3.347017361,-2.375922211,3.469145525,-2.475108783,3.496009325
-3,18,-2.506037301,3.534184218,-1.821393731,2.845003157,-2.349509059,3.429177342,-2.471637223,3.565657891,-2.498501022,3.517961348
-3,19,-2.536675915,3.564118309,-1.847494855,2.871104281,-2.43166904,3.511337323,-2.568149589,3.662967612,-2.520453045,3.538473154
-3,20,-2.566610007,3.593371954,-1.873595979,2.897205405,-2.513829021,3.593497305,-2.66545931,3.761074688,-2.540964852,3.557544743
-3,21,-2.595863652,3.621968511,-1.899697103,2.923306529,-2.595989002,3.675657286,-2.763566385,3.859979118,-2.560036441,3.575176116
-3,22,-2.624460208,3.649930598,-1.925798227,2.949407653,-2.678148984,3.757817267,-2.862470816,3.959680903,-2.577667814,3.591367272
-3,23,-2.652422296,3.677280079,-1.951899351,2.975508777,-2.760308965,3.839977248,-2.962172601,4.060180043,-2.59385897,3.606118211
-3,24,-2.679771777,3.704038056,-1.978000475,3.001609901,-2.842468946,3.92213723,-3.062671741,4.161476537,-2.608609909,3.619428934
-3,25,-2.706529754,3.73022487,-2.004101599,3.027711025,-2.924628928,4.004297211,-3.163968235,4.263570387,-2.621920632,3.63129944
-3,26,-2.732716567,3.755860109,-2.030202723,3.053812149,-3.006788909,4.086457192,-3.266062084,4.36646159,-2.633791138,3.641729729
-3,27,-2.758351807,3.780962623,-2.056303847,3.079913273,-3.08894889,4.168617174,-3.368953288,4.470150149,-2.644221427,3.650719802
-3,28,-2.78345432,3.805550531,-2.082404971,3.106014397,-3.171108871,4.250777155,-3.472641847,4.574636063,-2.6532115,3.658269658
-3,29,-2.808042228,3.829641246,-2.108506095,3.132115521,-3.253268853,4.332937136,-3.57712776,4.679919331,-2.660761355,3.664379297
-3,30,-2.832132944,3.853251494,-2.134607219,3.158216645,-3.335428834,4.415097117,-3.682411028,4.785999953,-2.666870995,3.669048719
0,-30,1.321627598,-0.3019532113,1.294838435,-0.2712290086,1.294838435,-0.2712290086,1.294838435,-0.2712290086,1.294838435,-0.2712290086
0,-29,1.299461514,-0.2794261946,1.268737311,-0.2451278846,1.268737311,-0.2451278846,1.268737311,-0.2451278846,1.268737311,-0.2451278846
0,-28,1.276934497,-0.256534708,1.242636187,-0.2190267605,1.242636187,-0.2190267605,1.242636187,-0.2190267605,1.242636187,-0.2190267605
0,-27,1.25404301,-0.2332758832,1.216535063,-0.1929256365,1.216535063,-0.1929256365,1.216535063,-0.1929256365,1.216535063,-0.1929256365
0,-26,1.230784185,-0.2096476078,1.190433939,-0.1668245124,1.190433939,-0.1668245124,1.190433939,-0.1668245124,1.190433939,-0.1668245124
0,-25,1.20715591,-0.1856486149,1.164332815,-0.1407233883,1.164332815,-0.1407233883,1.164332815,-0.1407233883,1.164332815,-0.1407233883
0,-24,1.183156917,-0.1612785729,1.138231691,-0.1146222643,1.138231691,-0.1146222643,1.138231691,-0.1146222643,1.138231691,-0.1146222643
0,-23,1.158786875,-0.1365381753,1.112130566,-0.08852114022,1.112130566,-0.08852114022,1.112130566,-0.08852114022,1.112130566,-0.08852114022
0,-22,1.134046478,-0.1114292271,1.086029442,-0.06242001616,1.086029442,-0.06242001616,1.086029442,-0.06242001616,1.086029442,-0.06242001616
0,-21,1.108937529,-0.08595472668,1.059928318,-0.0363188921,1.059928318,-0.0363188921,1.059928318,-0.0363188921,1.059928318,-0.0363188921
0,-20,1.083463029,-0.06011894017,1.033827194,-0.01021776804,1.033827194,-0.01021776804,1.033827194,-0.01021776804,1.033827194,-0.01021776804
0,-19,1.057627242,-0.03392746697,1.00772607,0.01588335602,1.00772607,0.01588335602,1.00772607,0.01588335602,1.00772607,0.01588335602
0,-18,1.031435769,-0.0073872931,0.9816249462,0.04198448007,0.9816249462,0.04198448007,0.9816249462,0.04198448007,0.9816249462,0.04198448007
0,-17,1.004895595,0.01949316875,0.9555238221,0.06808560413,0.9555238221,0.06808560413,0.9555238221,0.06808560413,0.9555238221,0.06808560413
0,-16,0.9780151335,0.04670405447,0.9294226981,0.09418672819,0.9294226981,0.09418672819,0.9294226981,0.09418672819,0.9294226981,0.09418672819
0,-15,0.9508042477,0.07423404007,0.903321574,0.1202878523,0.903321574,0.1202878523,0.903321574,0.1202878523,0.903321574,0.1202878523
0,-14,0.9232742621,0.1020703503,0.87722045,0.1463889763,0.87722045,0.1463889763,0.87722045,0.1463889763,0.87722045,0.1463889763
0,-13,0.8954379519,0.1301987841,0.8511193259,0.1724901004,0.8511193259,0.1724901004,0.8511193259,0.1724901004,0.8511193259,0.1724901004
0,-12,0.8673095181,0.1586037566,0.8250182018,0.1985912244,0.8250182018,0.1985912244,0.8250182018,0.1985912244,0.8250182018,0.1985912244
0,-11,0.8389045456,0.1872683568,0.7989170778,0.2246923485,0.7989170778,0.2246923485,0.7989170778,0.2246923485,0.7989170778,0.2246923485
0,-10,0.8102399454,0.216174418,0.7728159537,0.2507934725,0.7728159537,0.2507934725,0.7728159537,0.2507934725,0.7728159537,0.2507934725
0,-9,0.7813338842,0.245302602,0.7467148297,0.2768945966,0.7467148297,0.2768945966,0.7467148297,0.2768945966,0.7467148297,0.2768945966
0,-8,0.7522057003,0.2746324913,0.7206137056,0.3029957207,0.7206137056,0.3029957207,0.7206137056,0.3029957207,0.7206137056,0.3029957207
0,-7,0.7228758109,0.3041426911,0.6945125815,0.3290968447,0.6945125815,0.3290968447,0.6945125815,0.3290968447,0.6945125815,0.3290968447
0,-6,0.6933656112,0.333810936,0.6684114575,0.3551979688,0.6684114575,0.3551979688,0.6684114575,0.3551979688,0.6684114575,0.3551979688
0,-5,0.6636973662,0.3636142018,0.6423103334,0.3812990928,0.6423103334,0.3812990928,0.6423103334,0.3812990928,0.6423103334,0.3812990928
0,-4,0.6338941004,0.3935288201,0.6162092094,0.4074002169,0.6162092094,0.4074002169,0.6162092094,0.4074002169,0.6162092094,0.4074002169
0,-3,0.6039794821,0.4235305939,0.5901080853,0.433501341,0.5901080853,0.433501341,0.5901080853,0.433501341,0.5901080853,0.433501341
0,-2,0.5739777083,0.4535949155,0.5640069613,0.459602465,0.5640069613,0.459602465,0.5640069613,0.459602465,0.5640069613,0.459602465
0,-1,0.5439133867,0.4836968832,0.5379058372,0.4857035891,0.5379058372,0.4857035891,0.5379058372,0.4857035891,0.5379058372,0.4857035891
0,0,0.5138114191,0.5138114191,0.5118047131,0.5118047131,0.5118047131,0.5118047131,0.5118047131,0.5118047131,0.5118047131,0.5118047131
0,1,0.4836968832,0.5439133867,0.4857035891,0.5379058372,0.4857035891,0.5379058372,0.4857035891,0.5379058372,0.4857035891,0.5379058372
0,2,0.4535949155,0.5739777083,0.459602465,0.5640069613,0.459602465,0.5640069613,0.459602465,0.5640069613,0.459602465,0.5640069613
0,3,0.4235305939,0.6039794821,0.433501341,0.5901080853,0.433501341,0.5901080853,0.433501341,0.5901080853,0.433501341,0.5901080853
0,4,0.3935288201,0.6338941004,0.4074002169,0.6162092094,0.4074002169,0.6162092094,0.4074002169,0.6162092094,0.4074002169,0.6162092094
0,5,0.3636142018,0.6636973662,0.3812990928,0.6423103334,0.3812990928,0.6423103334,0.3812990928,0.6423103334,0.3812990928,0.6423103334
0,6,0.333810936,0.6933656112,0.3551979688,0.6684114575,0.3551979688,0.6684114575,0.3551979688,0.6684114575,0.3551979688,0.6684114575
0,7,0.3041426911,0.7228758109,0.3290968447,0.6945125815,0.3290968447,0.6945125815,0.3290968447,0.6945125815,0.3290968447,0.6945125815
0,8,0.2746324913,0.7522057003,0.3029957207,0.7206137056,0.3029957207,0.7206137056,0.3029957207,0.7206137056,0.3029957207,0.7206137056
0,9,0.245302602,0.7813338842,0.2768945966,0.7467148297,0.2768945966,0.7467148297,0.2768945966,0.7467148297,0.2768945966,0.7467148297
0,10,0.216174418,0.8102399454,0.2507934725,0.7728159537,0.2507934725,0.7728159537,0.2507934725,0.7728159537,0.2507934725,0.7728159537
0,11,0.1872683568,0.8389045456,0.2246923485,0.7989170778,0.2246923485,0.7989170778,0.2246923485,0.7989170778,0.2246923485,0.7989170778
0,12,0.1586037566,0.8673095181,0.1985912244,0.8250182018,0.1985912244,0.8250182018,0.1985912244,0.8250182018,0.1985912244,0.8250182018
0,13,0.1301987841,0.8954379519,0.1724901004,0.8511193259,0.1724901004,0.8511193259,0.1724901004,0.8511193259,0.1724901004,0.8511193259
0,14,0.1020703503,0.9232742621,0.1463889763,0.87722045,0.1463889763,0.87722045,0.1463889763,0.87722045,0.1463889763,0.87722045
0,15,0.07423404007,0.9508042477,0.1202878523,0.903321574,0.1202878523,0.903321574,0.1202878523,0.903321574,0.1202878523,0.903321574
0,16,0.04670405447,0.9780151335,0.09418672819,0.9294226981,0.09418672819,0.9294226981,0.09418672819,0.9294226981,0.09418672819,0.9294226981
0,17,0.01949316875,1.004895595,0.06808560413,0.9555238221,0.06808560413,0.9555238221,0.06808560413,0.9555238221,0.06808560413,0.9555238221
0,18,-0.0073872931,1.031435769,0.04198448007,0.9816249462,0.04198448007,0.9816249462,0.04198448007,0.9816249462,0.04198448007,0.9816249462
0,19,-0.03392746697,1.057627242,0.01588335602,1.00772607,0.01588335602,1.00772607,0.01588335602,1.00772607,0.01588335602,1.00772607
0,20,-0.06011894017,1.083463029,-0.01021776804,1.033827194,-0.01021776804,1.033827194,-0.01021776804,1.033827194,-0.01021776804,1.033827194
0,21,-0.08595472668,1.108937529,-0.0363188921,1.059928318,-0.0363188921,1.059928318,-0.0363188921,1.059928318,-0.0363188921,1.059928318
0,22,-0.1114292271,1.134046478,-0.06242001616,1.086029442,-0.06242001616,1.086029442,-0.06242001616,1.086029442,-0.06242001616,1.086029442
0,23,-0.1365381753,1.158786875,-0.08852114022,1.112130566,-0.08852114022,1.112130566,-0.08852114022,1.112130566,-0.08852114022,1.112130566
0,24,-0.1612785729,1.183156917,-0.1146222643,1.138231691,-0.1146222643,1.138231691,-0.1146222643,1.138231691,-0.1146222643,1.138231691
0,25,-0.1856486149,1.20715591,-0.1407233883,1.164332815,-0.1407233883,1.164332815,-0.1407233883,1.164332815,-0.1407233883,1.164332815
0,26,-0.2096476078,1.230784185,-0.1668245124,1.190433939,-0.1668245124,1.190433939,-0.1668245124,1.190433939,-0.1668245124,1.190433939
0,27,-0.2332758832,1.25404301,-0.1929256365,1.216535063,-0.1929256365,1.216535063,-0.1929256365,1.216535063,-0.1929256365,1.216535063
0,28,-0.256534708,1.276934497,-0.2190267605,1.242636187,-0.2190267605,1.242636187,-0.2190267605,1.242636187,-0.2190267605,1.242636187
0,29,-0.2794261946,1.299461514,-0.2451278846,1.268737311,-0.2451278846,1.268737311,-0.2451278846,1.268737311,-0.2451278846,1.268737311
0,30,-0.3019532113,1.321627598,-0.2712290086,1.294838435,-0.2712290086,1.294838435,-0.2712290086,1.294838435,-0.2712290086,1.294838435
3,-30,3.853251494,-2.832132944,3.158216645,-2.134607219,4.415097117,-3.335428834,4.785999953,-3.682411028,3.669048719,-2.666870995
3,-29,3.829641246,-2.808042228,3.132115521,-2.108506095,4.332937136,-3.253268853,4.679919331,-3.57712776,3.664379297,-2.660761355
3,-28,3.805550531,-2.78345432,3.106014397,-2.082404971,4.250777155,-3.171108871,4.574636063,-3.472641847,3.658269658,-2.6532115
3,-27,3.780962623,-2.758351807,3.079913273,-2.056303847,4.168617174,-3.08894889,4.470150149,-3.368953288,3.650719802,-2.644221427
3,-26,3.755860109,-2.732716567,3.053812149,-2.030202723,4.086457192,-3.006788909,4.36646159,-3.266062084,3.641729729,-2.633791138
3,-25,3.73022487,-2.706529754,3.027711025,-2.004101599,4.004297211,-2.924628928,4.263570387,-3.163968235,3.63129944,-2.621920632
3,-24,3.704038056,-2.679771777,3.001609901,-1.978000475,3.92213723,-2.842468946,4.161476537,-3.062671741,3.619428934,-2.608609909
3,-23,3.677280079,-2.652422296,2.975508777,-1.951899351,3.839977248,-2.760308965,4.060180043,-2.962172601,3.606118211,-2.59385897
3,-22,3.649930598,-2.624460208,2.949407653,-1.925798227,3.757817267,-2.678148984,3.959680903,-2.862470816,3.591367272,-2.577667814
3,-21,3.621968511,-2.595863652,2.923306529,-1.899697103,3.675657286,-2.595989002,3.859979118,-2.763566385,3.575176116,-2.560036441
3,-20,3.593371954,-2.566610007,2.897205405,-1.873595979,3.593497305,-2.513829021,3.761074688,-2.66545931,3.557544743,-2.540964852
3,-19,3.564118309,-2.536675915,2.871104281,-1.847494855,3.511337323,-2.43166904,3.662967612,-2.568149589,3.538473154,-2.520453045
3,-18,3.534184218,-2.506037301,2.845003157,-1.821393731,3.429177342,-2.349509059,3.565657891,-2.471637223,3.517961348,-2.498501022
3,-17,3.503545603,-2.474669408,2.818902033,-1.795292606,3.347017361,-2.267349077,3.469145525,-2.375922211,3.496009325,-2.475108783
3,-16,3.47217771,-2.442546859,2.792800909,-1.769191482,3.264857379,-2.185189096,3.373430513,-2.281004554,3.472617085,-2.450276327
3,-15,3.440055161,-2.40964372,2.766699785,-1.743090358,3.182697398,-2.103029115,3.278512857,-2.186884252,3.447784629,-2.424003654
3,-14,3.407152022,-2.375933599,2.740598661,-1.716989234,3.100537417,-2.020869133,3.184392555,-2.093561305,3.421511956,-2.396290764
3,-13,3.373441901,-2.341389761,2.714497536,-1.69088811,3.018377436,-1.938709152,3.091069607,-2.001035712,3.393799066,-2.367137657
3,-12,3.338898063,-2.305985282,2.688396412,-1.664786986,2.936217454,-1.856549171,2.998544015,-1.909307475,3.36464596,-2.336544334
3,-11,3.303493584,-2.26969323,2.662295288,-1.638685862,2.854057473,-1.77438919,2.906815777,-1.818376591,3.334052637,-2.304510795
3,-10,3.267201533,-2.232486893,2.636194164,-1.612584738,2.771897492,-1.692229208,2.815884894,-1.728243063,3.302019097,-2.271037038
3,-9,3.229995195,-2.194340046,2.61009304,-1.586483614,2.68973751,-1.610069227,2.725751365,-1.638906889,3.26854534,-2.236123065
3,-8,3.191848348,-2.155227276,2.583991916,-1.56038249,2.607577529,-1.527909246,2.636415191,-1.55036807,3.233631367,-2.199768875
3,-7,3.152735578,-2.115124365,2.557890792,-1.534281366,2.525417548,-1.445749264,2.547876372,-1.462626606,3.197277177,-2.161974468
3,-6,3.112632667,-2.074008731,2.531789668,-1.508180242,2.443257567,-1.363589283,2.460134908,-1.375682496,3.15948277,-2.122739845
3,-5,3.071517033,-2.031859945,2.505688544,-1.482079118,2.361097585,-1.281429302,2.373190799,-1.289535741,3.120248147,-2.082065005
3,-4,3.029368247,-1.988660317,2.47958742,-1.455977994,2.278937604,-1.199269321,2.287044044,-1.204186341,3.079573307,-2.039949948
3,-3,2.986168619,-1.94439556,2.453486296,-1.42987687,2.196777623,-1.117109339,2.201694643,-1.119634296,3.03745825,-1.996394675
3,-2,2.941903862,-1.899055527,2.427385172,-1.403775746,2.114617641,-1.034949358,2.117142598,-1.035879605,2.993902977,-1.951399184
3,-1,2.896563829,-1.852635018,2.401284048,-1.377674622,2.03245766,-0.9527893767,2.033387907,-0.9529222691,2.948907487,-1.904963477
3,0,2.85014332,-1.805134651,2.375182924,-1.351573497,1.950297679,-0.8706293954,1.950430571,-0.8707622878,2.90247178,-1.857087554
3,1,2.802642954,-1.756561776,2.3490818,-1.325472373,1.868137698,-0.7884694141,1.86827059,-0.7893996613,2.854595856,-1.807771414
3,2,2.754070078,-1.706931407,2.322980676,-1.299371249,1.785977716,-0.7063094328,1.786907963,-0.7088343894,2.805279716,-1.757015057
3,3,2.704439709,-1.656267154,2.296879552,-1.273270125,1.703817735,-0.6241494515,1.706342692,-0.6290664723,2.754523359,-1.704818483
3,4,2.653775456,-1.604602095,2.270778427,-1.247169001,1.621657754,-0.5419894702,1.626574774,-0.5500959099,2.702326785,-1.651181693
3,5,2.602110397,-1.551979545,2.244677303,-1.221067877,1.539497772,-0.4598294889,1.547604212,-0.4719227022,2.648689995,-1.596104685
3,6,2.549487848,-1.498453678,2.218576179,-1.194966753,1.457337791,-0.3776695077,1.469431004,-0.3945468492,2.593612988,-1.539587462
3,7,2.49596198,-1.444089909,2.192475055,-1.168865629,1.37517781,-0.2955095264,1.392055151,-0.3179683509,2.537095764,-1.481630021
3,8,2.441598211,-1.388965008,2.166373931,-1.142764505,1.293017829,-0.2133495451,1.315476653,-0.2421872073,2.479138323,-1.422232364
3,9,2.38647331,-1.333166858,2.140272807,-1.116663381,1.210857847,-0.1311895638,1.23969551,-0.1672034185,2.419740666,-1.36139449
3,10,2.33067516,-1.276793834,2.114171683,-1.090562257,1.128697866,-0.04902958251,1.164711721,-0.0930169844,2.358902792,-1.299116399
3,11,2.274302136,-1.219953764,2.088070559,-1.064461133,1.046537885,0.03313039878,1.090525287,-0.019627905,2.296624701,-1.235398092
3,12,2.217462066,-1.162762483,2.061969435,-1.038360009,0.9643779034,0.1152903801,1.017136207,0.05296381969,2.232906394,-1.170239568
3,13,2.160270786,-1.105342012,2.035868311,-1.012258885,0.8822179221,0.1974503614,0.9445444825,0.1247581897,2.16774787,-1.103640827
3,14,2.102850314,-1.047818426,2.009767187,-0.9861577606,0.8000579409,0.2796103426,0.8727501126,0.1957552049,2.101149129,-1.03560187
3,15,2.045326728,-0.9903195147,1.983666063,-0.9600566366,0.7178979596,0.3617703239,0.8017530973,0.2659548654,2.033110172,-0.9661226955
3,16,1.987827817,-0.9329723521,1.957564939,-0.9339555125,0.6357379783,0.4439303052,0.7315534368,0.3353571712,1.963630998,-0.8952033046
3,17,1.930480654,-0.8759008958,1.931463815,-0.9078543885,0.553577997,0.5260902865,0.662151131,0.4039621223,1.892711607,-0.822843697
3,18,1.873409198,-0.8192237536,1.905362691,-0.8817532644,0.4714180157,0.6082502678,0.5935461799,0.4717697187,1.820351999,-0.7490438728
3,19,1.816732056,-0.7630522182,1.879261567,-0.8556521403,0.3892580344,0.6904102491,0.5257385835,0.5387799604,1.746552175,-0.6738038318
3,20,1.76056052,-0.7074886546,1.853160443,-0.8295510163,0.3070980531,0.7725702304,0.4587283418,0.6049928473,1.671312134,-0.5971235741
3,21,1.704996957,-0.6526252919,1.827059318,-0.8034498922,0.2249380718,0.8547302117,0.3925154549,0.6704083796,1.594631876,-0.5190030997
3,22,1.650133594,-0.5985434346,1.800958194,-0.7773487682,0.1427780906,0.9368901929,0.3270999226,0.7350265571,1.516511402,-0.4394424086
3,23,1.596051737,-0.545313081,1.77485707,-0.7512476441,0.06061810926,1.019050174,0.2624817451,0.7988473799,1.436950711,-0.3584415008
3,24,1.542821383,-0.4929929101,1.748755946,-0.72514652,-0.02154187202,1.101210156,0.1986609223,0.8618708479,1.355949803,-0.2760003762
3,25,1.490501212,-0.4416305822,1.722654822,-0.699045396,-0.1037018533,1.183370137,0.1356374543,0.9240969613,1.273508678,-0.192119035
3,26,1.439138884,-0.3912632895,1.696553698,-0.6729442719,-0.1858618346,1.265530118,0.0734113409,0.98552572,1.189627337,-0.1067974771
3,27,1.388771592,-0.3419184912,1.670452574,-0.6468431479,-0.2680218159,1.347690099,0.01198258225,1.046157124,1.104305779,-0.02003570246
3,28,1.339426793,-0.293614771,1.64435145,-0.6207420238,-0.3501817972,1.429850081,-0.04864882167,1.105991173,1.017544005,0.06816628888
3,29,1.291123073,-0.2463627616,1.618250326,-0.5946408997,-0.4323417785,1.512010062,-0.1084828709,1.165027868,0.9293420133,0.1578084969
3,30,1.243871064,-0.2001660913,1.592149202,-0.5685397757,-0.5145017597,1.594170043,-0.1675195654,1.223267207,0.8396998053,0.2488909217
